realwordTime,time,timeScale,speed,cruiseControlSpeed,cruiseControlOn,userSteer,userThrottle,userBrake,gameSteer,placement_x,placement_y,placement_yaw,acceleration_x,acceleration_y
2024-05-31 15:04:01.511414,0001-01-13T15:27:00Z,19.0,74.22286,74.18547,True,-0.008270021,0.0,0.0,-0.008270021,21215.041,68.5287857,0.27937597,0.0298980772,-0.13179861
2024-05-31 15:04:01.537832,0001-01-13T15:27:00Z,19.0,74.21659,74.18547,True,-0.007895607,0.0,0.0,-0.007895607,21214.7031,68.53648,0.279301584,0.0285265874,-0.1324911
2024-05-31 15:04:01.563858,0001-01-13T15:27:00Z,19.0,74.19669,74.18547,True,-0.006969829,0.0,0.0,-0.006969829,21213.69,68.56014,0.2790865,-0.0018482767,-0.12809068
2024-05-31 15:04:01.593200,0001-01-13T15:27:00Z,19.0,74.185524,74.18547,True,-0.00693311635,0.0,0.0,-0.00693311635,21213.0137,68.5762939,0.278959125,-0.08774673,-0.0904456154
2024-05-31 15:04:01.618540,0001-01-13T15:27:00Z,19.0,74.1810455,74.18547,True,-0.00693311635,0.0,0.0,-0.00693311635,21212.6758,68.58449,0.278899521,-0.104747452,-0.06356568
2024-05-31 15:04:01.643515,0001-01-13T15:27:00Z,19.0,74.17568,74.18547,True,-0.00680482248,0.0,0.0,-0.00680482248,21212.3379,68.59278,0.2788399,-0.08830543,-0.03486722
2024-05-31 15:04:01.670026,0001-01-13T15:27:00Z,19.0,74.175,74.18547,True,-0.006458194,0.0,0.0,-0.006458194,21212.0,68.60118,0.2787785,-0.05352372,0.00658771
2024-05-31 15:04:01.695663,0001-01-13T15:27:00Z,19.0,74.17449,74.18547,True,-0.00680482248,0.0,0.0,-0.00680482248,21210.9844,68.62683,0.2785868,-0.0421948433,0.107623681
2024-05-31 15:04:01.721660,0001-01-13T15:27:00Z,19.0,74.17086,74.18547,True,-0.007542045,0.0,0.0,-0.007542045,21210.6465,68.6355057,0.278522283,-0.0294810869,0.121246986
2024-05-31 15:04:01.746961,0001-01-13T15:27:00Z,19.0,74.16704,74.18547,True,-0.008288801,0.0,0.0,-0.008288801,21209.97,68.6529846,0.278381258,0.0593243055,0.111794956
2024-05-31 15:04:01.772316,0001-01-13T15:27:00Z,19.0,74.16535,74.18547,True,-0.008288801,0.0,0.0,-0.008288801,21209.6328,68.66176,0.2783009,0.106736816,0.100065187
2024-05-31 15:04:01.798624,0001-01-13T15:27:00Z,19.0,74.16187,74.18547,True,-0.008288801,0.0,0.0,-0.008288801,21209.2949,68.67052,0.278214872,0.122167468,0.0767412856
2024-05-31 15:04:01.826434,0001-01-13T15:27:00Z,19.0,74.15062,74.18547,True,-0.008987477,0.0,0.0,-0.008987477,21208.6172,68.68799,0.278042436,0.07799019,-0.00120387785
2024-05-31 15:04:01.851708,0001-01-13T15:27:00Z,19.0,74.13941,74.18547,True,-0.009120477,0.0,0.0,-0.009120477,21207.9414,68.7055054,0.277875274,0.0956803858,-0.0436951667
2024-05-31 15:04:01.877634,0001-01-13T15:27:00Z,19.0,74.12572,74.18547,True,-0.008552295,0.0,0.0,-0.008552295,21207.2656,68.7229462,0.277700573,0.09254848,-0.06286676
2024-05-31 15:04:01.903266,0001-01-13T15:27:00Z,19.0,74.12233,74.18547,True,-0.008176206,0.0,0.0,-0.008176206,21206.9277,68.73166,0.2776159,0.0575422421,-0.05189886
2024-05-31 15:04:01.930951,0001-01-13T15:27:00Z,19.0,74.11779,74.18547,True,-0.008045101,0.0,0.0,-0.008045101,21206.5879,68.74041,0.277538121,0.008349901,-0.03338721
2024-05-31 15:04:01.955827,0001-01-13T15:27:00Z,19.0,74.11567,74.18547,True,-0.008138719,0.0,0.0,-0.008138719,21206.25,68.74923,0.277465463,-0.04347554,0.000431345776
2024-05-31 15:04:01.981244,0001-01-13T15:27:00Z,19.0,74.1187057,74.18547,True,-0.007914274,0.0,0.0,-0.007914274,21205.2363,68.77586,0.277252525,-0.0654560253,0.111993894
2024-05-31 15:04:02.008063,0001-01-13T15:27:00Z,19.0,74.11875,74.18547,True,-0.007672058,0.0,0.0,-0.007672058,21204.5586,68.79381,0.2771062,-0.06149654,0.118016407
2024-05-31 15:04:02.060809,0001-01-13T15:27:00Z,19.0,74.11427,74.18547,True,-0.008138719,0.0,0.0,-0.008138719,21203.543,68.82068,0.276880741,-0.0346995257,0.0667332
2024-05-31 15:04:02.088139,0001-01-13T15:27:00Z,19.0,74.11427,74.18547,True,-0.008138719,0.0,0.0,-0.008138719,21203.543,68.82068,0.276880741,-0.0346995257,0.0667332
2024-05-31 15:04:02.098808,0001-01-13T15:27:00Z,19.0,74.11427,74.18547,True,-0.008138719,0.0,0.0,-0.008138719,21203.543,68.82068,0.276880741,-0.0346995257,0.0667332
2024-05-31 15:04:02.114753,0001-01-13T15:27:00Z,19.0,74.10285,74.18547,True,-0.008026394,0.0,0.0,-0.008026394,21202.8672,68.83862,0.276728272,0.02380014,-0.0112839416
2024-05-31 15:04:02.141069,0001-01-13T15:27:00Z,19.0,74.07813,74.18547,True,-0.008288801,0.0,0.0,-0.008288801,21201.8516,68.86563,0.276493728,0.0432219841,-0.117478371
2024-05-31 15:04:02.166917,0001-01-13T15:27:00Z,19.0,74.0710449,74.18547,True,-0.008873682,0.0,0.0,-0.008873682,21201.5137,68.8746,0.276414722,0.0297920723,-0.125723362
2024-05-31 15:04:02.192607,0001-01-13T15:27:00Z,19.0,74.0588,74.18547,True,-0.009253732,0.0,0.0,-0.009253732,21200.8359,68.89254,0.2762499,0.0504987948,-0.124977686
2024-05-31 15:04:02.219797,0001-01-13T15:27:00Z,19.0,74.0588,74.18547,True,-0.009253732,0.0,0.0,-0.009253732,21200.8359,68.89254,0.2762499,0.0504987948,-0.124977686
2024-05-31 15:04:02.245046,0001-01-13T15:27:00Z,19.0,74.04614,74.18547,True,-0.009253732,0.0,0.0,-0.009253732,21200.16,68.9104,0.2760672,0.08052915,-0.103655234
